"","cve_ent","tasa_covid","inclusion_fin_2019","popden2020","porcentaje_pob_pobreza_ext","porcentaje_pob_pobreza","porcentaje_pob_acceso_ss","pob_6.14_no_edu","entidad","cant_hosp"
"519",13072,128.07881773399,0,70.919,0.0322,0.3531,0.4998,3.58,"Hidalgo",20
"520",13073,8.53586247777119,0,99.19,0.3376,0.8578,0.8796,3.67,"Hidalgo",26
"521",13074,103.817489504345,1.85,360.984,0.0518,0.5446,0.7088,4.09,"Hidalgo",92
"522",13075,140.693863713414,0,176.838,0.0353,0.4111,0.6431,4.48,"Hidalgo",24
"523",13076,117.484683228977,2.2,376.413,0.0161,0.2776,0.504,3.44,"Hidalgo",293
"524",13077,91.7912559543461,1.82,579.783,0.0439,0.4452,0.7111,5.38,"Hidalgo",561
"525",13078,10.3607422058962,0,122.55,0.367,0.8827,0.8146,4.49,"Hidalgo",7
"526",13079,16.8898540234045,0,44.036,0.0967,0.556,0.7325,1.95,"Hidalgo",4
"527",13080,8.80180628372431,0,149.994,0.2666,0.7954,0.8613,3.53,"Hidalgo",6
"528",13081,42.7872860635697,1.08,157.926,0.0898,0.5943,0.7816,3.51,"Hidalgo",64
"529",13082,96.5591608665817,0.68,163.562,0.05,0.496,0.6839,4.24,"Hidalgo",44
"530",13083,112.386228729719,0.27,189.359,0.0361,0.343,0.5718,3.52,"Hidalgo",33
"531",13084,24.8908091861175,1.3,46.378,0.0371,0.4052,0.7059,3.16,"Hidalgo",73
"532",14001,22.1421438805193,1.15,63.95,0.0222,0.3067,0.6093,8.96,"Jalisco",36
"533",14002,38.954042517923,1.08,142.776,0.021,0.2834,0.4007,5.09,"Jalisco",35
"534",14003,44.7652847233425,1.76,150.318,0.0198,0.3285,0.537,4.36,"Jalisco",68
"535",14004,30.8219178082192,0,38.967,0.0501,0.4604,0.8427,8.06,"Jalisco",7
"536",14005,14.5887787976415,1.7,79.493,0.0266,0.3665,0.6165,5.25,"Jalisco",21
"537",14006,35.5499469059234,2.16,88.061,0.0391,0.3538,0.6063,4.86,"Jalisco",166
"538",14007,18.0704748519225,0,89.889,0.0287,0.4073,0.6691,2.64,"Jalisco",13
"539",14008,22.5001243100791,1.48,65.111,0.0295,0.3396,0.6529,10.1,"Jalisco",255
"540",14009,18.5519931500333,0,116.138,0.0192,0.3092,0.5047,6.06,"Jalisco",31
"541",14010,65.7434606238635,0,40.497,0.1894,0.7321,0.8874,13.41,"Jalisco",8
"542",14011,13.5112312109441,0,13.576,0.1203,0.4916,0.8801,5.77,"Jalisco",5
"543",14012,18.7925769321118,0,6.303,0.0086,0.1743,0.8813,8.01,"Jalisco",11
"544",14013,105.334692490656,1.47,100.304,0.0298,0.3438,0.6129,9.81,"Jalisco",136
"545",14014,37.8396972824217,0,36.847,0.0494,0.4428,0.8291,8.58,"Jalisco",11
"546",14015,61.4741594972237,1.07,67.433,0.0303,0.3145,0.5318,5.03,"Jalisco",155
"547",14016,16.4696049752956,0.66,80.128,0.0721,0.5221,0.8122,9.71,"Jalisco",56
"548",14017,19.4334404664026,1.01,14.095,0.0578,0.4415,0.8129,4.49,"Jalisco",35
"549",14018,52.1943058157326,1.74,179.027,0.0444,0.4122,0.6392,7.86,"Jalisco",178
"550",14019,25.6316367630904,0,4.696,0.2931,0.5475,0.7551,9.24,"Jalisco",6
"551",14020,13.5135135135135,1.24,5.467,0.0738,0.446,0.6942,6.21,"Jalisco",15
"552",14021,45.6306500215239,2.23,44.495,0.0397,0.4025,0.6269,9.47,"Jalisco",39
"553",14022,29.6998276956561,1.73,56.241,0.0469,0.4596,0.6998,8.24,"Jalisco",109
"554",14023,99.3470476725409,2.55,389.925,0.0231,0.264,0.4108,4.9,"Jalisco",277
"555",14024,33.2551545489551,1.43,64.753,0.0274,0.3838,0.6298,4.81,"Jalisco",55
"556",14025,132.697491188057,0.67,38.977,0.0251,0.3775,0.7324,2.55,"Jalisco",54
"557",14026,24.3865264441396,0,13.93,0.0312,0.4534,0.8527,6.76,"Jalisco",16
"558",14027,13.0623334552484,0,15.585,0.1887,0.575,0.7875,4.11,"Jalisco",9
"559",14028,86.8809730668983,0,8.493,0.0216,0.3397,0.848,10.58,"Jalisco",4
"560",14029,21.1634749393486,0.69,20.228,0.0452,0.4339,0.8369,8.39,"Jalisco",26
"561",14030,31.0060553002116,2.96,143.151,0.0447,0.3852,0.6613,8.43,"Jalisco",152
"562",14031,27.9173646007817,0,3.371,0.238,0.6581,0.7849,6.7,"Jalisco",4
"563",14032,17.0015455950541,0,13.84,0.164,0.6841,0.8228,8.54,"Jalisco",5
"564",14033,13.5679271708683,1.16,69.582,0.072,0.4265,0.8673,10.31,"Jalisco",42
"565",14034,4.85908649173955,0,4.195,0.0179,0.2423,0.7807,8.99,"Jalisco",4
"566",14035,30.7396733909702,1.44,40.895,0.0206,0.3727,0.6646,8.15,"Jalisco",103
